Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Canada,Office Supplies,09/23/2016,191842179,M,North America,Online,10/22/2016,886077.18,1094135.45,1667
United States,Household,06/07/2011,563683590,L,North America,Online,07/08/2011,1756462.0,4959417.8,7340
United States,Snacks,04/22/2013,350302083,H,North America,Online,05/03/2013,978165.21,1459664.88,6681
Canada,Household,12/15/2016,940663765,C,North America,Offline,12/20/2016,433470.37,1226920.09,1759
Canada,Office Supplies,03/19/2011,947629428,L,North America,Online,04/21/2011,159517.96,187538.05,301
Ireland,Cereal,09/21/2014,147320653,L,Europe,Offline,11/05/2014,837567.12,1463878.0,7384
United States,Cosmetics,06/28/2013,431436631,C,North America,Offline,07/03/2013,2426020.28,3781679.48,8966
Singapore,Fruits,08/23/2010,158634129,H,Asia-Pacific,Online,08/31/2010,60033.12,78951.12,8408
Egypt,Clothes,10/08/2010,601869492,M,Middle East and Africa,Online,11/02/2010,116680.88,356734.82,3202
Singapore,Personal Care,09/08/2013,145303473,L,Asia-Pacific,Offline,10/13/2013,102496.97,152791.53,1817
United Arab Emirates,Baby Food,03/26/2015,974726647,M,Middle East and Africa,Online,04/16/2015,190197.76,1052714.08,4016
Australia,Clothes,01/28/2010,223683564,C,Asia-Pacific,Online,01/31/2010,8989.22,27284.68,262
Spain,Meat,06/29/2010,381319126,M,Europe,Offline,07/14/2010,1375528.68,2028059.26,3362
Netherlands,Office Supplies,03/13/2012,122541876,M,Europe,Online,03/28/2012,1620192.64,2023002.8,2984
Poland,Snacks,05/11/2012,809645329,H,Europe,Offline,05/20/2012,1125647.88,1664083.54,7574
Belgium,Personal Care,05/01/2011,506084357,C,Europe,Online,05/03/2011,130798.28,177588.82,2242
Singapore,Personal Care,07/09/2010,947813439,C,Asia-Pacific,Online,07/14/2010,533835.02,797398.44,9722
Netherlands,Clothes,06/02/2011,187410848,H,Europe,Offline,06/15/2011,359880.18,1025880.9,9669
Saudi Arabia,Cereal,08/05/2015,664225204,C,Middle East and Africa,Offline,08/10/2015,873475.1,1618799.42,7706
South Africa,Meat,02/26/2017,317970120,L,Middle East and Africa,Offline,04/26/2017,4139506.07,5851338.43,9667
United Arab Emirates,Household,10/07/2014,373298690,M,Middle East and Africa,Offline,11/03/2014,2288237.46,6538970.15,9461
United States,Beverages,10/27/2015,766928774,L,North America,Offline,12/07/2015,124104.26,183059.59,3871
Australia,Meat,08/03/2014,292807232,C,Asia-Pacific,Offline,08/06/2014,3417316.67,5084431.22,8251
United Arab Emirates,Cosmetics,12/04/2010,943825024,H,Middle East and Africa,Offline,12/13/2010,2193734.4,3689753.6,8320
Japan,Beverages,01/15/2014,453520145,H,Asia-Pacific,Online,01/20/2014,278978.64,416206.46,9046
Singapore,Vegetables,11/30/2017,894376757,L,Asia-Pacific,Online,01/18/2018,225094.68,372446.1,2358
India,Cosmetics,07/13/2014,112767564,L,Asia-Pacific,Offline,09/11/2014,1833902.07,3025827.09,6747
United Arab Emirates,Household,05/09/2012,913489677,M,Middle East and Africa,Online,06/08/2012,985589.65,2700716.02,3929
South Africa,Fruits,02/09/2012,699627706,H,Middle East and Africa,Offline,02/20/2012,46656.96,64431.04,6943
Canada,Cereal,02/09/2010,836332204,M,North America,Offline,03/11/2010,681009.3,1205876.4,5910
Egypt,Fruits,07/24/2011,752660297,H,Middle East and Africa,Online,07/31/2011,38404.7,52951.1,5510
South Africa,Clothes,12/30/2015,584832360,C,Middle East and Africa,Online,01/03/2016,113863.75,342100.85,3185
India,Cereal,05/12/2010,514350655,H,Asia-Pacific,Online,05/26/2010,904274.85,1617028.55,8105
Japan,Clothes,02/06/2015,541158894,L,Asia-Pacific,Online,03/09/2015,220451.49,648830.91,6139
United Arab Emirates,Beverages,05/13/2015,239513727,M,Middle East and Africa,Offline,05/30/2015,215162.52,318406.87,6473
Spain,Household,10/08/2016,835336980,C,Europe,Online,10/13/2016,1309685.76,3465192.96,5184
Egypt,Clothes,12/31/2014,453144519,H,Middle East and Africa,Online,01/06/2015,240537.02,707332.91,6641
South Africa,Meat,03/25/2013,950775885,H,Middle East and Africa,Online,04/09/2013,3147297.68,4885913.92,7576
Australia,Personal Care,10/17/2012,296971836,M,Asia-Pacific,Offline,11/06/2012,405110.97,610861.11,7179
Canada,Vegetables,10/09/2011,849519028,H,North America,Online,10/18/2011,793346.4,1429787.7,8910
Sweden,Household,11/10/2010,584188831,H,Europe,Offline,11/16/2010,2150635.32,5492136.96,8364
Spain,Clothes,04/20/2010,308739262,H,Europe,Offline,04/26/2010,271488.47,858473.99,7667
Saudi Arabia,Baby Food,12/14/2017,620506264,L,Middle East and Africa,Online,02/11/2018,108927.68,611167.68,2336
Saudi Arabia,Beverages,07/29/2011,119398359,M,Middle East and Africa,Offline,08/28/2011,153648.24,214443.97,4673
United States,Cosmetics,11/21/2011,484492979,H,North America,Offline,11/27/2011,75844.0,119440.15,283
Italy,Vegetables,12/16/2014,210373455,H,Europe,Online,12/21/2014,799091.86,1363941.74,8666
Egypt,Meat,07/19/2010,356130725,H,Middle East and Africa,Online,07/30/2010,1498131.9,2096560.65,3405
Germany,Baby Food,03/01/2010,203726898,C,Europe,Online,03/04/2010,156878.4,792934.24,3248
France,Baby Food,09/01/2013,681648793,C,Europe,Online,09/04/2013,447249.4,2405745.68,9308
South Africa,Beverages,03/10/2011,439560357,M,Middle East and Africa,Online,04/05/2011,165988.5,253652.02,5398
Canada,Clothes,09/28/2010,541411867,C,North America,Online,10/01/2010,210220.45,697396.05,6145
Australia,Beverages,01/24/2011,844876980,M,Asia-Pacific,Offline,02/18/2011,209239.76,321295.54,6466
Netherlands,Cereal,10/04/2010,510568162,L,Europe,Offline,11/13/2010,46049.82,80698.05,389
Belgium,Personal Care,03/28/2010,913086431,H,Europe,Online,04/11/2010,118517.88,178384.44,2132
Ireland,Beverages,03/15/2014,789384018,H,Europe,Online,03/27/2014,152935.56,232378.74,4959
United States,Vegetables,07/04/2011,659282971,C,North America,Offline,07/07/2011,489056.48,838087.14,5302
Egypt,Baby Food,11/04/2013,814044769,M,Middle East and Africa,Offline,11/26/2013,165406.08,922371.52,3472
Turkey,Vegetables,11/06/2015,627896893,M,Europe,Offline,12/01/2015,280903.87,455020.15,3107
United States,Baby Food,05/30/2011,319444197,M,North America,Online,06/16/2011,141036.05,776714.3,2945
Belgium,Beverages,06/29/2013,367328888,C,Europe,Offline,07/01/2013,103349.28,153155.76,3336
Singapore,Personal Care,01/18/2013,505571070,C,Asia-Pacific,Online,01/22/2013,83514.3,113617.8,1410
Sweden,Meat,10/01/2011,189370596,C,Europe,Offline,10/05/2011,183566.56,262464.48,424
Japan,Office Supplies,04/08/2014,750714773,M,Asia-Pacific,Offline,05/07/2014,2670599.72,3286781.88,5111
Saudi Arabia,Fruits,03/12/2012,884227355,M,Middle East and Africa,Offline,03/31/2012,21095.48,31002.02,3206
Australia,Household,03/09/2014,176487306,C,Asia-Pacific,Offline,03/13/2014,1994596.8,5690902.0,8120
Saudi Arabia,Beverages,03/06/2012,474283516,C,Middle East and Africa,Online,03/10/2012,139807.3,208276.48,4282
Egypt,Vegetables,10/03/2014,488065635,H,Middle East and Africa,Offline,10/11/2014,369271.1,653438.5,4070
Mexico,Snacks,10/15/2016,811466339,M,North America,Offline,11/13/2016,374158.62,541239.06,2514
United Kingdom,Beverages,06/17/2014,554133586,H,Europe,Offline,07/01/2014,45099.6,65093.52,1416
Poland,Cosmetics,07/28/2016,195427130,L,Europe,Offline,09/05/2016,1847473.14,3118697.25,6843
Mexico,Personal Care,01/06/2013,430820228,L,North America,Online,02/28/2013,208776.52,285738.8,3532
United States,Meat,10/14/2010,562728604,H,North America,Online,10/25/2010,3639906.0,5310045.0,8700
France,Fruits,03/22/2012,708910536,M,Europe,Online,04/21/2012,21320.52,27636.57,3081
France,Clothes,02/25/2012,217247719,H,Europe,Online,03/05/2012,242177.11,773430.63,6797
Germany,Cosmetics,05/26/2011,613138122,H,Europe,Offline,06/04/2011,298563.84,507962.88,1152
Saudi Arabia,Baby Food,01/30/2010,326632925,H,Middle East and Africa,Offline,02/14/2010,470722.44,2348598.36,9642
Canada,Personal Care,04/23/2015,832141597,L,North America,Offline,06/16/2015,321858.46,451872.19,5621
Singapore,Clothes,03/31/2014,965726040,L,Asia-Pacific,Offline,05/19/2014,38928.98,117554.32,1037
United States,Meat,04/16/2010,850829666,C,North America,Online,04/21/2010,924352.98,1288507.4,2113
Netherlands,Meat,05/28/2017,972543056,C,Europe,Offline,05/30/2017,66802.4,98464.08,151
India,Snacks,08/26/2013,893714928,L,Asia-Pacific,Online,10/16/2013,1095855.29,1570103.62,7379
Canada,Household,04/26/2014,714065028,C,North America,Online,04/29/2014,842984.96,2284095.04,3296
United States,Meat,07/19/2017,224208992,H,North America,Offline,08/01/2017,3160331.72,4805309.6,7748
United Arab Emirates,Clothes,05/26/2017,272051317,M,Middle East and Africa,Online,06/12/2017,65095.08,204077.92,1828
Australia,Cosmetics,06/20/2017,780267188,M,Asia-Pacific,Offline,07/20/2017,566432.04,964218.88,2116
Saudi Arabia,Vegetables,06/17/2016,870348269,L,Middle East and Africa,Online,08/10/2016,864568.77,1507453.24,9941
South Africa,Clothes,04/19/2011,735870426,M,Middle East and Africa,Offline,05/13/2011,52915.2,165166.08,1536
Germany,Personal Care,07/07/2013,166448444,L,Europe,Online,09/05/2013,361449.19,491510.14,6329
Poland,Household,08/14/2017,338522684,L,Europe,Offline,10/12/2017,544288.86,1464205.14,2169
Canada,Baby Food,08/16/2011,745818574,C,North America,Offline,08/19/2011,174900.7,936796.9,3686
Japan,Vegetables,06/19/2013,716297688,H,Asia-Pacific,Offline,07/02/2013,188582.14,338289.24,2122
United Arab Emirates,Meat,08/29/2010,886685642,L,Middle East and Africa,Offline,10/23/2010,2263439.92,3540835.06,5558
United Kingdom,Cereal,05/10/2013,827888175,C,Europe,Offline,05/12/2013,53304.51,91669.08,453
Egypt,Household,12/03/2015,688421294,C,Middle East and Africa,Online,12/06/2015,1206878.62,3061928.14,4726
Saudi Arabia,Cereal,12/16/2017,574469049,L,Middle East and Africa,Online,01/24/2018,903316.32,1574574.84,7596
Egypt,Cereal,03/12/2012,828338194,M,Middle East and Africa,Online,03/27/2012,722631.84,1250606.84,6034
Poland,Household,01/29/2011,653444307,M,Europe,Online,02/24/2011,1906227.09,5019424.68,7863
Australia,Cereal,05/20/2010,740117068,C,Asia-Pacific,Online,05/21/2010,468931.4,815835.44,4046
Turkey,Vegetables,03/15/2015,112458001,C,Europe,Online,03/19/2015,424627.17,706144.89,4609
United States,Beverages,03/12/2017,714857387,H,North America,Offline,03/27/2017,261304.92,404464.86,8451
Egypt,Vegetables,04/22/2014,449211955,H,Middle East and Africa,Online,05/04/2014,641965.5,1068429.45,7205
Mexico,Office Supplies,11/10/2017,972089089,M,North America,Offline,11/25/2017,3458272.9,4281602.58,6551
Saudi Arabia,Office Supplies,05/21/2017,105716605,H,Middle East and Africa,Online,05/27/2017,1664517.6,2031595.2,3060
Egypt,Beverages,06/13/2016,908601398,H,Middle East and Africa,Online,06/21/2016,83545.68,126908.3,2741
United States,Beverages,02/08/2016,366649918,L,North America,Offline,03/14/2016,234202.61,338894.2,7031
India,Office Supplies,07/27/2011,478082887,L,Asia-Pacific,Offline,09/13/2011,4353852.0,5309633.15,8135
Germany,Snacks,05/31/2010,244104747,H,Europe,Online,06/08/2010,361987.92,533104.2,2421
Ireland,Fruits,12/23/2016,797684086,L,Europe,Online,02/04/2017,9160.1,12006.98,1318
Poland,Meat,08/03/2017,886703684,H,Europe,Offline,08/14/2017,1035636.4,1459699.42,2446
Japan,Vegetables,09/16/2014,506885773,L,Asia-Pacific,Online,11/11/2014,233325.64,414292.86,2614
Mexico,Clothes,05/26/2011,453644935,H,North America,Offline,06/08/2011,69423.0,205910.52,1902
Canada,Fruits,07/13/2012,338612895,L,North America,Online,08/20/2012,1733.04,2552.58,261
Saudi Arabia,Beverages,08/08/2016,402791679,M,Middle East and Africa,Offline,09/07/2016,53080.2,80586.0,1665
India,Baby Food,05/15/2014,946911070,M,Asia-Pacific,Offline,06/04/2014,281419.5,1495264.1,5755
South Africa,Personal Care,02/08/2010,387086253,M,Middle East and Africa,Offline,02/27/2010,118590.5,178547.6,2170
Mexico,Snacks,08/09/2017,480106125,L,North America,Online,09/27/2017,1082704.48,1434614.72,6952
Egypt,Cosmetics,06/04/2013,196787722,C,Middle East and Africa,Online,06/05/2013,1332263.09,2190954.07,5107
United States,Vegetables,11/08/2011,629194227,M,North America,Online,11/24/2011,138312.9,230011.65,1485
Canada,Snacks,08/02/2015,992706183,M,North America,Offline,08/20/2015,978813.88,1392496.93,6743
Mexico,Household,06/01/2017,581736456,L,North America,Online,07/31/2017,2232285.12,5581062.88,8752
Turkey,Office Supplies,11/04/2010,553894576,M,Europe,Online,11/30/2010,1200653.12,1554673.12,2284
South Africa,Cereal,10/16/2013,226557010,L,Middle East and Africa,Online,12/14/2013,507190.08,892560.64,4192
Singapore,Meat,05/22/2012,790387684,L,Asia-Pacific,Offline,06/21/2012,3931490.6,6121690.67,9419
Canada,Personal Care,12/28/2013,105534508,C,North America,Online,12/29/2013,425659.4,615486.68,7642
Japan,Household,02/20/2011,265045572,L,Asia-Pacific,Online,04/04/2011,1982143.68,5469583.81,8161
Saudi Arabia,Meat,05/13/2017,491374277,H,Middle East and Africa,Online,05/22/2017,1600152.6,2342160.84,3804
United Arab Emirates,Office Supplies,12/02/2014,565961168,L,Middle East and Africa,Online,01/22/2015,3701618.58,4683053.62,7298
Canada,Vegetables,02/16/2012,455637797,M,North America,Online,03/11/2012,66488.4,116005.56,759
United States,Snacks,06/17/2017,958800276,M,North America,Offline,07/10/2017,309723.48,438212.28,2046
Netherlands,Household,03/26/2011,114655448,C,Europe,Online,03/27/2011,107526.14,293401.1,446
United Kingdom,Snacks,09/11/2016,621762558,L,Europe,Offline,11/03/2016,35014.98,48191.22,231
Canada,Clothes,10/18/2012,365594731,M,North America,Online,11/10/2012,73705.6,227525.12,1984
United Arab Emirates,Meat,02/12/2012,141195640,H,Middle East and Africa,Online,02/26/2012,1040951.92,1523172.32,2536
Japan,Cereal,11/30/2016,663683515,C,Asia-Pacific,Online,12/02/2016,192872.82,322948.36,1589
Japan,Clothes,05/17/2015,218170604,L,Asia-Pacific,Offline,06/17/2015,300757.74,882324.14,8453
Singapore,Cosmetics,10/08/2012,809132123,L,Asia-Pacific,Offline,11/17/2012,224101.05,365101.44,879
Japan,Cosmetics,10/20/2016,490392385,C,Asia-Pacific,Offline,10/21/2016,1825759.77,3270231.2,7159
Singapore,Beverages,08/29/2017,488034147,H,Asia-Pacific,Online,09/11/2017,69812.5,108550.06,2234
Japan,Snacks,07/21/2016,897347186,L,Asia-Pacific,Online,09/01/2016,242331.21,313811.96,1529
United States,Personal Care,11/26/2017,468183891,M,North America,Online,12/25/2017,93110.16,140900.76,1716
Australia,Clothes,06/08/2011,915351389,M,Asia-Pacific,Online,06/29/2011,250375.02,740837.58,6951
Singapore,Meat,10/05/2010,949206491,H,Asia-Pacific,Offline,10/17/2010,2945005.96,4538856.64,6964
United States,Personal Care,04/01/2013,304215938,L,North America,Online,05/02/2013,507991.68,802491.84,9376
South Africa,Snacks,11/29/2014,751995775,H,Middle East and Africa,Online,12/12/2014,981517.29,1347452.61,6393
Japan,Cereal,05/31/2016,948950616,H,Asia-Pacific,Online,06/08/2016,1170337.41,2092513.5,9801
Egypt,Cosmetics,12/11/2017,672911909,M,Middle East and Africa,Offline,01/03/2018,2316681.8,3888238.98,9146
Spain,Baby Food,06/29/2011,984130042,M,Europe,Offline,07/22/2011,45434.72,234933.28,944
Belgium,Beverages,02/04/2017,689779617,H,Europe,Offline,02/18/2017,191970.81,304706.79,6147
Japan,Household,08/23/2010,400314642,L,Asia-Pacific,Offline,10/12/2010,69811.2,175367.7,270
Spain,Baby Food,05/02/2017,448174776,H,Europe,Offline,05/11/2017,420297.5,2315925.0,9125
Japan,Personal Care,01/02/2015,200600013,C,Asia-Pacific,Online,01/04/2015,403199.37,612909.18,7209
United Arab Emirates,Meat,02/13/2012,274932560,M,Middle East and Africa,Online,03/14/2012,1307906.6,1813692.4,3055
Poland,Snacks,08/11/2011,532185699,M,Europe,Online,08/28/2011,1053617.34,1571887.38,7086
Mexico,Office Supplies,10/07/2016,114551414,M,North America,Online,10/25/2016,3264211.17,3937033.62,6291
United States,Clothes,08/08/2011,950039201,H,North America,Offline,08/23/2011,338408.4,1135107.12,9924
Mexico,Vegetables,04/08/2012,975598792,L,North America,Online,05/12/2012,743614.59,1276236.81,7971
Spain,Fruits,09/25/2012,232151333,C,Europe,Online,09/26/2012,63485.25,85097.25,9005
United States,Beverages,09/27/2015,125770743,L,North America,Online,11/24/2015,211607.6,341126.64,6904
Poland,Household,05/08/2017,837409683,M,Europe,Offline,06/01/2017,991838.0,2586242.0,3800
Canada,Cereal,02/21/2011,487076952,H,North America,Online,03/02/2011,667741.1,1204375.12,5954
United States,Personal Care,10/22/2014,816479341,M,North America,Online,11/16/2014,544430.64,805034.88,9924
Singapore,Fruits,08/07/2015,863759729,H,Asia-Pacific,Offline,08/22/2015,44381.34,59134.14,6147
United States,Cereal,08/29/2011,613712459,M,North America,Offline,09/25/2011,887934.6,1569426.26,7418
United States,Personal Care,08/16/2011,513409285,C,North America,Offline,08/17/2011,320662.24,426668.96,5392
Singapore,Meat,10/11/2017,961292259,C,Asia-Pacific,Offline,10/15/2017,4324460.66,6105946.86,9958
Poland,Household,12/22/2015,552948066,C,Europe,Offline,12/27/2015,958057.2,2607141.6,3870
Germany,Clothes,04/12/2012,243444042,L,Europe,Online,06/08/2012,13468.35,41529.0,381
United States,Fruits,04/22/2013,552127953,L,North America,Online,06/05/2013,17596.15,23084.18,2461
Italy,Clothes,04/26/2011,556027541,H,Europe,Online,05/03/2011,230497.12,700163.28,6284
India,Vegetables,05/08/2015,184818406,H,Asia-Pacific,Online,05/22/2015,233202.06,408978.18,2691
Germany,Baby Food,01/18/2012,421593943,C,Europe,Online,01/22/2012,116468.85,623538.25,2395
South Africa,Vegetables,03/26/2017,789830038,L,Middle East and Africa,Offline,05/17/2017,28120.84,47008.16,316
Mexico,Cereal,06/12/2014,714250258,M,North America,Online,07/10/2014,888112.82,1602736.64,7543
Japan,Household,01/12/2011,160126132,M,Asia-Pacific,Offline,02/08/2011,551561.0,1422461.5,2150
Poland,Cereal,05/10/2015,962578964,H,Europe,Offline,05/20/2015,814772.78,1339382.97,6737
Australia,Clothes,03/04/2011,130117239,L,Asia-Pacific,Online,04/05/2011,218780.82,683168.94,6042
Spain,Cereal,05/17/2012,692374111,H,Europe,Online,05/31/2012,33510.69,56293.83,279
Turkey,Baby Food,12/15/2010,151592119,M,Europe,Offline,12/31/2010,464559.36,2379466.32,9336
India,Cosmetics,03/02/2013,879201690,H,Asia-Pacific,Offline,03/13/2013,2117713.5,3717901.95,8295
Japan,Vegetables,07/27/2014,125431905,H,Asia-Pacific,Offline,08/09/2014,159526.3,277658.2,1754
South Africa,Personal Care,10/23/2011,871443460,H,Middle East and Africa,Offline,10/30/2011,417250.36,636176.12,7687
Italy,Snacks,08/17/2015,486886743,M,Europe,Online,09/11/2015,1166146.83,1558132.08,7431
Saudi Arabia,Vegetables,05/05/2012,634211070,C,Middle East and Africa,Online,05/10/2012,126279.52,205959.52,1328
United States,Cereal,08/06/2015,273379761,L,North America,Online,09/08/2015,867836.43,1620671.13,7551
Canada,Personal Care,01/01/2011,608160077,L,North America,Offline,02/02/2011,175605.1,247079.35,3035
Australia,Snacks,05/18/2016,539196085,M,Asia-Pacific,Online,06/17/2016,112574.0,156002.88,748
Sweden,Fruits,12/08/2010,832888487,L,Europe,Offline,01/28/2011,47533.48,62576.59,6869
Mexico,Snacks,11/06/2017,503535467,H,North America,Online,11/19/2017,33881.3,47081.0,230
Ireland,Household,05/10/2014,674576164,H,Europe,Online,05/22/2014,402318.77,1086506.96,1631
Saudi Arabia,Beverages,06/14/2014,467674476,M,Middle East and Africa,Online,07/12/2014,106024.64,152839.84,3368
United Arab Emirates,Vegetables,02/14/2013,256244254,C,Middle East and Africa,Online,02/18/2013,66404.18,117025.19,727
Netherlands,Personal Care,09/13/2010,327088752,H,Europe,Offline,09/23/2010,424329.48,567320.94,7146
Mexico,Household,02/16/2017,187734495,L,North America,Offline,03/23/2017,354734.12,959492.04,1469
Australia,Household,01/24/2012,908716628,M,Asia-Pacific,Offline,02/09/2012,420188.76,1070872.86,1614
Japan,Clothes,05/27/2015,848065282,L,Asia-Pacific,Offline,07/11/2015,324041.96,936722.61,8873
Egypt,Vegetables,04/16/2016,761975126,C,Middle East and Africa,Online,04/21/2016,292012.77,525247.45,3353
Netherlands,Snacks,09/09/2011,439740334,L,Europe,Online,11/06/2011,1212148.8,1622543.4,7614
Mexico,Household,01/20/2015,721027598,L,North America,Online,03/21/2015,547975.79,1462830.45,2159
United States,Clothes,10/23/2017,305255412,M,North America,Offline,11/12/2017,352053.0,1070280.9,9945
Canada,Fruits,06/11/2013,589623575,H,North America,Offline,06/24/2013,15129.58,20294.21,2143
South Africa,Fruits,11/13/2015,559973407,L,Middle East and Africa,Offline,01/06/2016,37253.3,50586.06,5602
Japan,Office Supplies,04/12/2014,206542097,M,Asia-Pacific,Offline,05/06/2014,3866044.0,4827976.79,7267
United States,Beverages,03/01/2011,724094803,H,North America,Offline,03/13/2011,275412.48,425752.32,9024
Mexico,Cosmetics,07/01/2012,604201501,C,North America,Online,07/05/2012,2377447.4,3873082.93,9137
Canada,Meat,02/01/2010,807254247,C,North America,Offline,02/04/2010,1590887.28,2294938.08,3768
Singapore,Household,08/26/2014,976932479,M,Asia-Pacific,Online,09/11/2014,84457.32,243438.72,354
Singapore,Cereal,03/26/2016,155384669,C,Asia-Pacific,Online,03/30/2016,385738.32,662628.56,3256
United Arab Emirates,Snacks,07/10/2014,862383390,C,Middle East and Africa,Online,07/13/2014,1263697.75,1778283.5,8575
Belgium,Beverages,03/14/2016,569677269,C,Europe,Offline,03/16/2016,166034.7,244988.64,5382
Mexico,Personal Care,12/06/2016,240174860,M,North America,Online,12/23/2016,530208.0,792566.28,9468
Egypt,Cereal,05/01/2013,966614227,M,Middle East and Africa,Online,05/22/2013,1074399.2,1866313.92,8872
Egypt,Snacks,12/06/2010,211045552,H,Middle East and Africa,Offline,12/13/2010,74096.51,102889.2,479
Canada,Personal Care,08/04/2011,630691582,H,North America,Online,08/13/2011,258732.72,344332.8,4392
Japan,Household,03/31/2010,325803577,H,Asia-Pacific,Offline,04/11/2010,326393.55,883054.35,1305
South Africa,Fruits,01/07/2012,777760231,C,Middle East and Africa,Online,01/10/2012,1915.2,2521.68,266
United States,Fruits,11/19/2016,373268387,L,North America,Offline,01/07/2017,59568.74,84645.55,9053
United States,Personal Care,10/23/2015,332956649,H,North America,Online,11/05/2015,142935.76,209315.48,2596
Canada,Cereal,10/03/2017,198751865,M,North America,Online,10/22/2017,513238.64,894602.84,4484
Singapore,Meat,10/01/2015,870298232,C,Asia-Pacific,Offline,10/05/2015,1342235.05,1973168.73,3263
Australia,Beverages,04/23/2012,740304225,L,Asia-Pacific,Online,06/22/2012,255545.36,381861.48,8092
Singapore,Personal Care,10/25/2014,979761446,H,Asia-Pacific,Offline,11/02/2014,524449.28,798132.16,9392
Canada,Cereal,07/31/2016,669618090,H,North America,Offline,08/11/2016,580763.64,1047661.68,4908
Australia,Baby Food,08/14/2013,805399640,H,Asia-Pacific,Online,08/25/2013,147138.42,768788.02,3146
Singapore,Cereal,02/09/2010,709315470,L,Asia-Pacific,Online,03/21/2010,33262.7,55547.18,278
Japan,Office Supplies,03/07/2013,398552270,H,Asia-Pacific,Offline,03/21/2013,1882370.64,2236251.6,3576
Mexico,Snacks,07/25/2013,635422402,C,North America,Offline,07/28/2013,495074.16,734647.76,3346
Canada,Household,01/29/2015,718919629,H,North America,Online,02/05/2015,2449532.83,6573359.32,9953
Canada,Baby Food,03/10/2013,666413507,H,North America,Offline,03/17/2013,303129.75,1715814.87,6699
Canada,Snacks,04/09/2015,909270926,H,North America,Online,04/15/2015,1076331.0,1437339.0,6900
Australia,Beverages,11/13/2016,629716164,L,Asia-Pacific,Offline,12/14/2016,203845.6,325564.0,6544
Canada,Personal Care,07/06/2012,838303704,H,North America,Online,07/11/2012,14747.4,23155.2,270
United Arab Emirates,Cereal,02/19/2014,378837532,H,Middle East and Africa,Online,03/04/2014,21994.2,38388.6,180
United States,Baby Food,12/16/2012,247922246,L,North America,Online,01/25/2013,292902.48,1559661.48,6318
Saudi Arabia,Cereal,07/20/2016,660239511,L,Middle East and Africa,Online,09/16/2016,815656.41,1437138.36,6871
Ireland,Meat,08/11/2013,863839938,C,Europe,Offline,08/15/2013,1537746.0,2432570.0,3800
Canada,Office Supplies,10/17/2017,114096192,M,North America,Online,11/03/2017,731690.63,828640.67,1331
Sweden,Household,03/05/2011,651825253,M,Europe,Offline,03/30/2011,908734.58,2412468.5,3518
Singapore,Vegetables,08/29/2015,585795047,C,Asia-Pacific,Online,08/30/2015,197065.1,338870.8,2230
Poland,Clothes,09/29/2014,209590766,H,Europe,Offline,10/06/2014,192244.72,565135.84,5132
Sweden,Beverages,03/09/2010,670033865,H,Europe,Online,03/21/2010,98242.2,149783.76,3164
Egypt,Cosmetics,12/22/2013,645382272,H,Middle East and Africa,Online,01/02/2014,908260.62,1562910.2,3574
India,Meat,02/05/2011,415686428,L,Asia-Pacific,Offline,03/08/2011,2748506.56,3939390.24,6367
Poland,Cereal,10/26/2015,219274240,L,Europe,Offline,12/08/2015,225106.24,394044.48,1888
Germany,Baby Food,09/04/2012,765956951,H,Europe,Offline,09/10/2012,401748.08,2189509.4,8818
South Africa,Household,10/04/2017,473268212,H,Middle East and Africa,Online,10/13/2017,1996172.96,5644600.32,8212
Singapore,Vegetables,01/29/2012,838665572,H,Asia-Pacific,Online,02/11/2012,736514.1,1261725.39,7911
France,Fruits,02/07/2012,609598611,H,Europe,Online,02/17/2012,50411.86,67115.04,7558
Egypt,Baby Food,11/12/2010,726162060,M,Middle East and Africa,Offline,12/02/2010,12406.1,69222.93,259
Canada,Clothes,07/05/2010,345122023,C,North America,Online,07/06/2010,342787.06,1005064.06,9394
France,Beverages,10/06/2013,376316195,H,Europe,Offline,10/18/2013,264843.06,405078.03,8139
Egypt,Fruits,12/15/2013,739674758,C,Middle East and Africa,Online,12/18/2013,40026.73,53387.53,5567
Saudi Arabia,Cosmetics,08/08/2014,720176314,H,Middle East and Africa,Online,08/16/2014,628159.4,1008389.8,2420
Egypt,Clothes,03/28/2014,828857585,H,Middle East and Africa,Online,04/12/2014,70068.68,211831.2,1868
United Arab Emirates,Cosmetics,05/21/2014,304625841,L,Middle East and Africa,Offline,07/08/2014,1907816.16,2964585.12,6936
Mexico,Office Supplies,11/11/2014,472586066,L,North America,Online,01/05/2015,3992515.3,5063814.3,7555
India,Baby Food,03/26/2015,813308517,C,Asia-Pacific,Online,03/28/2015,430601.86,2240933.24,8671
Spain,Meat,04/22/2013,736805806,L,Europe,Online,05/22/2013,3033390.72,4597110.72,7536
United States,Meat,10/29/2014,404154049,L,North America,Online,12/09/2014,44319.0,66105.6,110
Germany,Vegetables,03/16/2012,134506505,L,Europe,Online,04/28/2012,917744.24,1461337.92,9688
Egypt,Clothes,06/23/2014,286081575,C,Middle East and Africa,Offline,06/24/2014,163593.0,483289.2,4380
Egypt,Personal Care,10/21/2012,191910073,M,Middle East and Africa,Online,11/09/2012,394301.6,554292.0,6920
Australia,Office Supplies,11/25/2014,640967416,M,Asia-Pacific,Offline,12/13/2014,1247449.5,1573324.5,2370
