Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Syria,Office Supplies,16/01/11,782562119,L,Middle East and North Africa,Offline,03/03/11,4708014,5857277.6,9140
Belize,Baby Food,29/05/13,164366244,L,Central America and the Caribbean,Offline,21/07/13,349613.76,1723758.84,7026
Canada,Cosmetics,15/07/10,105597844,L,North America,Offline,07/09/10,561423.14,943712.91,2143
Zambia,Clothes,10/05/13,657987812,C,Sub-Saharan Africa,Online,13/05/13,345786.64,1058604.08,9484
Egypt,Beverages,19/01/14,542438495,L,Middle East and North Africa,Offline,04/03/14,52292.35,80305.5,1705
East Timor,Baby Food,05/05/15,532453497,M,Australia and Oceania,Offline,26/05/15,336739.05,1924784.11,7409
Kazakhstan,Cosmetics,08/12/14,236498330,M,Asia,Online,07/01/15,1883989.8,2922034.5,6930
Mauritius,Meat,15/10/17,700250339,C,Sub-Saharan Africa,Offline,17/10/17,3181441.97,4830874.12,7561
Moldova,Personal Care,11/05/11,226424741,M,Europe,Offline,06/06/11,525229.16,775536.64,9467
Germany,Fruits,14/06/15,152238662,L,Europe,Online,14/07/15,16274.8,22960.4,2440
United Kingdom,Clothes,09/01/10,548367904,C,Europe,Online,10/01/10,320171,1027903.1,9070
Guinea,Cosmetics,26/03/14,594926438,M,Sub-Saharan Africa,Online,25/04/14,614773.25,995107.75,2275
Canada,Snacks,25/08/13,463996201,M,North America,Offline,11/09/13,1027507.46,1509590.04,6811
Brunei,Snacks,30/03/17,954868983,M,Asia,Online,16/04/17,438096.62,603782.32,2813
Canada,Office Supplies,28/02/12,712295241,H,North America,Offline,13/03/12,4748743.23,5584501.93,8977
China,Meat,20/05/17,320981432,H,Asia,Offline,02/06/17,1343621.6,1855378.88,3044
Saint Vincent and the Grenadines,Meat,04/07/14,465025573,H,Central America and the Caribbean,Online,18/07/14,352820.61,544552.2,837
Mali,Household,14/04/14,280556122,H,Sub-Saharan Africa,Online,23/04/14,383112.8,1020610.59,1591
Norway,Cereal,24/09/11,449278231,L,Europe,Offline,02/11/11,807222.4,1331578.36,6772
Belize,Vegetables,17/05/14,376954836,H,Central America and the Caribbean,Online,23/05/14,468474.24,855467.73,5343
Gabon,Baby Food,11/09/16,513442871,C,Sub-Saharan Africa,Offline,16/09/16,188447.08,1040075.28,3974
Kiribati,Baby Food,15/03/16,350976897,L,Australia and Oceania,Online,27/04/16,55517.64,296422.24,1172
Kiribati,Office Supplies,22/03/16,190095909,H,Australia and Oceania,Offline,06/04/16,1110207.9,1391566.98,2157
United States,Cereal,01/10/12,144873906,L,North America,Offline,17/11/12,862715.42,1456496.86,7042
Palau,Meat,03/01/10,830142077,L,Australia and Oceania,Offline,03/02/10,3298640,4864160,8000
South Africa,Snacks,06/07/10,524455403,C,Sub-Saharan Africa,Online,08/07/10,1358829,1848411,8850
Libya,Cereal,13/05/12,832400367,L,Middle East and North Africa,Online,01/07/12,1025073.9,1690405.2,8370
Cyprus,Cosmetics,04/10/12,452678285,M,Europe,Online,29/10/12,1456779.87,2605067.19,5697
Tonga,Cereal,18/01/10,855162274,H,Australia and Oceania,Online,23/01/10,341652.87,629301.69,2943
Nigeria,Office Supplies,16/01/16,972717220,H,Sub-Saharan Africa,Offline,21/01/16,3947862,4743644.52,7393
Liberia,Fruits,26/10/17,577361628,M,Sub-Saharan Africa,Offline,10/11/17,14772.16,20882.56,2144
Fiji,Vegetables,19/08/17,425535468,H,Australia and Oceania,Online,29/08/17,282266.4,504356.97,3237
United States,Clothes,31/05/10,324504731,M,North America,Online,23/06/10,304808.46,911727.96,8174
Fiji,Snacks,10/02/13,707423317,M,Australia and Oceania,Offline,12/03/13,443699.41,626392.36,2893
Sudan,Cereal,24/09/10,661652825,H,Middle East and North Africa,Offline,01/10/10,531893.07,927232.53,4353
Qatar,Clothes,20/08/17,822735389,H,Middle East and North Africa,Online,02/09/17,256710.22,817613.76,7537
Kuwait,Fruits,27/01/13,914993363,M,Middle East and North Africa,Online,14/02/13,59277.9,79037.2,8591
Tonga,Clothes,17/09/14,459387638,H,Australia and Oceania,Online,30/09/14,262231.72,805777.4,7454
Papua New Guinea,Baby Food,01/11/10,772156679,C,Australia and Oceania,Online,03/11/10,152484.5,832746.25,3325
Libya,Baby Food,09/04/10,465933326,M,Middle East and North Africa,Online,04/05/10,194342.5,1069871.22,4202
United States,Fruits,23/09/16,721626156,C,North America,Offline,28/09/16,51716.4,68833.8,7284
East Timor,Baby Food,07/07/13,158829061,H,Australia and Oceania,Online,13/07/13,99314.93,575707,2189
Malta,Snacks,22/02/11,531303909,M,Europe,Offline,10/03/11,1349936.5,2042919.34,9262
Papua New Guinea,Household,01/02/15,764893749,C,Australia and Oceania,Offline,05/02/15,1986657.2,5344650.3,7705
New Zealand,Snacks,20/10/15,739064402,H,Australia and Oceania,Online,30/10/15,1438969.7,1991147.2,9730
Lebanon,Personal Care,23/02/17,766633565,C,Middle East and North Africa,Offline,28/02/17,240043.3,350630.84,4298
Mali,Clothes,05/09/10,799762892,C,Sub-Saharan Africa,Offline,07/09/10,188144.84,569640.52,5206
Canada,Cosmetics,08/04/15,108677810,C,North America,Offline,11/04/15,2587752.96,4307796.48,9984
Turkmenistan,Baby Food,25/09/14,316102606,C,Asia,Offline,28/09/14,164092.71,854529.87,3301
United States,Fruits,16/10/17,707841924,C,North America,Online,20/10/17,69978.3,95885.16,9926
Malta,Cosmetics,27/10/11,632501508,M,Europe,Online,14/11/11,2060973.89,3433196.45,7543
Belize,Snacks,26/03/15,974726647,C,Central America and the Caribbean,Offline,31/03/15,533771.2,783451.12,3592
Belgium,Clothes,28/01/10,223683564,M,Europe,Offline,23/02/10,8989.22,27284.68,262
Panama,Meat,29/06/10,381319126,C,Central America and the Caribbean,Online,30/06/10,1375528.68,2028059.26,3362
Saudi Arabia,Fruits,13/03/12,122541876,C,Middle East and North Africa,Offline,14/03/12,21365.44,28974.64,2984
United States,Household,11/05/12,809645329,H,North America,Online,20/05/12,1847601.56,5218107.3,7574
Dominica,Personal Care,01/05/11,506084357,M,Central America and the Caribbean,Offline,20/05/11,130798.28,177588.82,2242
Iraq,Fruits,09/07/10,365398542,M,Middle East and North Africa,Offline,30/07/10,60158.94,79857,8873
Vanuatu,Cosmetics,07/05/12,279780397,C,Australia and Oceania,Online,08/05/12,2116702.89,3454180.42,7811
Uzbekistan,Snacks,27/10/15,845724084,L,Asia,Online,10/12/15,454375.52,637993.44,3032
Mauritius,Meat,08/07/16,317970120,M,Sub-Saharan Africa,Online,04/08/16,4139506.07,5851338.43,9667
Republic of the Congo,Household,07/10/14,373298690,C,Sub-Saharan Africa,Online,11/10/14,2288237.46,6538970.15,9461
Malaysia,Cereal,26/12/14,650037226,H,Asia,Online,08/01/15,667747,1150083.6,5860
Taiwan,Household,07/11/14,510567661,M,Asia,Online,05/12/14,1579707.68,4015620.84,6121
Federated States of Micronesia,Meat,28/03/17,638765977,C,Australia and Oceania,Online,29/03/17,2625519.89,3654057.42,5983
Malaysia,Cosmetics,01/05/11,311147379,C,Asia,Offline,02/05/11,1507522.34,2545448.2,6002
Bahrain,Cosmetics,20/02/12,907865473,L,Middle East and North Africa,Online,12/04/12,2763294.24,4588064.04,9996
Yemen,Cosmetics,28/02/13,913688073,H,Middle East and North Africa,Online,10/03/13,1847370.12,3030729.32,6716
Iran,Meat,21/07/12,943933854,C,Middle East and North Africa,Online,23/07/12,1488825.78,2209622.52,3538
Armenia,Vegetables,18/12/10,548488935,M,Asia,Online,12/01/11,286819.56,511083.99,3177
Barbados,Meat,24/07/11,636656386,H,Central America and the Caribbean,Online,07/08/11,910945.38,1405712.76,2202
Canada,Fruits,10/10/14,709431623,C,North America,Online,14/10/14,60396.24,83824.28,8908
United States,Cereal,16/05/16,319263036,C,North America,Online,21/05/16,1153637.82,2048441.16,9502
Cote d'Ivoire,Office Supplies,29/04/15,427110579,M,Sub-Saharan Africa,Offline,17/05/15,2900483.07,3555850.35,5487
Federated States of Micronesia,Beverages,23/09/17,514350655,C,Australia and Oceania,Offline,28/09/17,245500.45,372992.1,8105
San Marino,Clothes,06/02/15,541158894,L,Europe,Offline,09/03/15,220451.49,648830.91,6139
Madagascar,Beverages,13/05/15,239513727,C,Sub-Saharan Africa,Online,14/05/15,215162.52,318406.87,6473
United States,Cosmetics,13/10/11,592800720,M,North America,Online,06/11/11,2484834.75,4343963,9725
Russia,Baby Food,20/09/10,627162809,C,Europe,Online,24/09/10,197130.08,1101268,4144
Uganda,Personal Care,25/03/13,950775885,H,Sub-Saharan Africa,Offline,09/04/13,422740.8,640399.28,7576
Ireland,Personal Care,17/10/12,296971836,C,Europe,Online,19/10/12,405110.97,610861.11,7179
Sudan,Beverages,08/09/12,815817439,M,Middle East and North Africa,Offline,28/09/12,151350.85,218383.55,4585
Tonga,Vegetables,12/08/14,212984008,C,Australia and Oceania,Online,17/08/14,199066.98,307768.44,2086
Cambodia,Household,01/11/12,785977815,M,Asia,Offline,22/11/12,2005868.55,5342046.24,8391
Morocco,Household,07/03/12,246544896,L,Middle East and North Africa,Online,18/04/12,171027.6,461329.36,718
Montenegro,Vegetables,05/03/15,570002192,M,Europe,Online,22/03/15,132669.24,217930.68,1452
Antigua and Barbuda,Cosmetics,15/03/10,896122101,C,Central America and the Caribbean,Offline,20/03/10,444933.18,734664.42,1746
Madagascar,Beverages,21/09/11,824823116,H,Sub-Saharan Africa,Online,03/10/11,183573.82,289172.02,5966
South Korea,Meat,19/05/14,929368594,H,Asia,Offline,28/05/14,2971795.74,4370274.84,7374
Mauritania,Clothes,30/03/12,461976234,L,Sub-Saharan Africa,Offline,01/05/12,12872.72,41496.06,362
United States,Snacks,31/01/11,650292797,H,North America,Offline,15/02/11,444600,579661.5,2850
Palau,Fruits,02/01/17,349546342,L,Australia and Oceania,Offline,07/02/17,61478.75,83108.5,8975
Haiti,Fruits,03/03/10,336326489,L,Central America and the Caribbean,Offline,14/04/10,34748.98,47845.86,5281
Vanuatu,Cosmetics,03/10/10,636415668,L,Australia and Oceania,Offline,30/11/10,960443.2,1651952,3680
Tonga,Office Supplies,24/01/11,827890137,C,Australia and Oceania,Online,29/01/11,2978945.22,3594841.86,5414
United States,Fruits,22/06/17,728178604,C,North America,Online,26/06/17,8212.86,11372.58,1206
Senegal,Office Supplies,10/08/12,913086431,C,Sub-Saharan Africa,Offline,11/08/12,1097830.76,1421404.4,2132
Saint Kitts and Nevis,Beverages,15/03/14,789384018,H,Central America and the Caribbean,Offline,27/03/14,152935.56,232378.74,4959
Fiji,Vegetables,04/07/11,659282971,M,Australia and Oceania,Online,27/07/11,489056.48,838087.14,5302
Canada,Snacks,27/07/12,158061488,L,North America,Offline,22/09/12,830044.86,1143204.68,5527
Egypt,Snacks,06/11/15,627896893,C,Middle East and North Africa,Online,09/11/15,471331.9,629416.06,3107
Fiji,Baby Food,30/05/11,319444197,C,Australia and Oceania,Offline,31/05/11,141036.05,776714.3,2945
Dominica,Beverages,29/06/13,367328888,M,Central America and the Caribbean,Online,19/07/13,103349.28,153155.76,3336
United Kingdom,Personal Care,18/01/13,505571070,M,Europe,Offline,17/02/13,83514.3,113617.8,1410
Antigua and Barbuda,Meat,01/10/11,189370596,M,Central America and the Caribbean,Online,31/10/11,183566.56,262464.48,424
Canada,Personal Care,19/11/12,703595485,C,North America,Offline,23/11/12,427666.72,615372.16,7696
Georgia,Beverages,07/04/15,637622321,L,Asia,Offline,13/05/15,87244.85,118838.5,2635
Iraq,Meat,05/06/14,731691986,M,Middle East and North Africa,Online,01/07/14,2693908.4,4041981.2,6392
Samoa,Baby Food,05/05/16,928145258,H,Australia and Oceania,Online,12/05/16,159833.4,876129.9,3282
Canada,Office Supplies,23/10/17,360224411,M,North America,Online,08/11/17,3510155.55,4274649.28,6413
Cape Verde,Fruits,06/12/12,365659616,H,Sub-Saharan Africa,Offline,20/12/12,54673.26,68058,7562
Japan,Baby Food,24/03/17,186273351,H,Asia,Offline,04/04/17,320364.45,1768718.7,6615
China,Household,01/11/12,511016138,C,Asia,Online,04/11/12,2176452.32,5635895.72,8302
Nepal,Vegetables,24/03/11,903470543,M,Asia,Offline,19/04/11,216567.54,364676.04,2438
Equatorial Guinea,Cosmetics,08/07/15,663673646,H,Sub-Saharan Africa,Offline,13/07/15,425124,752030.86,1687
Burundi,Cosmetics,24/12/11,295404184,M,Sub-Saharan Africa,Offline,19/01/12,847211.1,1336872,3153
Myanmar,Meat,03/04/12,538937500,C,Asia,Offline,04/04/12,1345238.49,1869223.62,3093
Benin,Personal Care,23/11/10,467382830,H,Sub-Saharan Africa,Offline,02/12/10,84193.92,120184.64,1504
Papua New Guinea,Clothes,18/07/17,107759564,M,Australia and Oceania,Online,05/08/17,8738.85,28567.65,255
Sudan,Baby Food,10/11/15,917508336,H,Middle East and North Africa,Offline,15/11/15,299816.76,1674258.34,6254
Czech Republic,Meat,10/10/13,487846953,L,Europe,Online,20/11/13,2533731.2,3679733.2,5720
Jordan,Household,14/09/13,878699246,H,Middle East and North Africa,Online,20/09/13,37405.5,102228,150
United States,Baby Food,04/11/17,610241500,H,North America,Online,12/11/17,289741.92,1595544.08,6136
Bhutan,Snacks,26/02/17,967108597,C,Asia,Offline,01/03/17,57518.64,82238.04,372
Bahrain,Snacks,21/10/16,474020739,M,Middle East and North Africa,Offline,20/11/16,1039866.88,1460126.72,6656
Zimbabwe,Snacks,18/04/13,714065028,H,Sub-Saharan Africa,Online,02/05/13,513549.76,728383.04,3296
United States,Cereal,19/05/13,617724535,M,North America,Offline,17/06/13,347352.75,613566.18,2853
Yemen,Clothes,30/11/11,272051317,C,Middle East and North Africa,Offline,01/12/11,65095.08,204077.92,1828
Belgium,Cosmetics,20/06/17,780267188,C,Europe,Online,24/06/17,566432.04,964218.88,2116
Tunisia,Beverages,17/06/16,870348269,L,Middle East and North Africa,Offline,10/08/16,302305.81,464344.11,9941
Jordan,Snacks,04/07/12,465327609,M,Middle East and North Africa,Offline,27/07/12,298033.05,408635.85,1995
Sudan,Clothes,06/06/11,166448444,H,Middle East and North Africa,Online,16/06/11,228603.48,657140.07,6329
China,Household,04/02/14,214445764,M,Asia,Online,23/02/14,2192948.25,5809439.1,8615
Burkina Faso,Office Supplies,16/08/11,745818574,M,Sub-Saharan Africa,Online,09/09/11,1934965.7,2389744.38,3686
Norway,Vegetables,19/06/13,716297688,H,Europe,Online,02/07/13,188582.14,338289.24,2122
Benin,Clothes,24/11/17,988934422,M,Sub-Saharan Africa,Online,21/12/17,39926.28,114229.98,1063
United Arab Emirates,Vegetables,04/01/12,270932417,C,Middle East and North Africa,Offline,08/01/12,580842.9,1035934.29,6519
Tuvalu,Household,08/08/17,666768643,L,Australia and Oceania,Online,22/09/17,1491561.4,3837707.94,5806
Oman,Cosmetics,03/02/11,964439252,C,Middle East and North Africa,Online,05/02/11,1457298.06,2378952.58,5398
Palau,Vegetables,05/05/17,412546455,L,Australia and Oceania,Online,09/06/17,837392.28,1501056.48,9556
Mexico,Clothes,23/01/14,258490157,C,Central America and the Caribbean,Offline,28/01/14,64569.6,202877.4,1770
Ethiopia,Snacks,29/01/11,653444307,C,Sub-Saharan Africa,Offline,01/02/11,1161286.47,1600670.91,7863
Bahrain,Personal Care,12/01/17,624658062,M,Middle East and North Africa,Offline,08/02/17,222279.42,327515.54,4114
Liechtenstein,Personal Care,04/10/17,395510969,C,Europe,Online,05/10/17,452063.04,638460.16,7696
Morocco,Fruits,23/04/11,647338284,H,Middle East and North Africa,Offline,29/04/11,14504.09,19919.51,2099
Belize,Personal Care,12/10/17,792130377,M,Central America and the Caribbean,Online,30/10/17,538341.18,800740.8,9813
Israel,Cosmetics,25/08/13,121202520,C,Middle East and North Africa,Offline,26/08/13,2271297.18,4015537.28,8906
Somalia,Office Supplies,27/10/15,293986672,M,Sub-Saharan Africa,Offline,14/11/15,1922385.59,2369172.9,3499
United States,Baby Food,19/05/11,194297000,M,North America,Online,04/06/11,105660.1,572787.8,2210
Indonesia,Baby Food,05/09/15,806693247,H,Asia,Offline,14/09/15,300740.96,1495226.4,6056
Fiji,Cosmetics,23/05/17,436012520,H,Australia and Oceania,Online,05/06/17,1875697.65,3227367.42,7389
Afghanistan,Personal Care,07/06/17,994027302,C,Asia,Offline,08/06/17,215295.36,313939.2,3984
Honduras,Personal Care,10/02/13,509935637,C,Central America and the Caribbean,Online,12/02/13,380579.64,559226.22,7014
Saudi Arabia,Household,07/11/12,886703684,M,Middle East and North Africa,Offline,05/12/12,614802.1,1564388.22,2446
Cyprus,Vegetables,27/04/16,945876699,C,Europe,Online,02/05/16,251387.4,414482.64,2787
Senegal,Baby Food,11/01/13,170823325,C,Sub-Saharan Africa,Offline,12/01/13,401599.2,2259083.57,8807
Cyprus,Beverages,24/01/13,338612895,L,Europe,Online,27/02/13,118003.86,172960.92,3798
Djibouti,Beverages,08/08/16,402791679,C,Sub-Saharan Africa,Online,12/08/16,53080.2,80586,1665
Philippines,Personal Care,01/12/11,827794965,H,Asia,Offline,11/12/11,355602.52,545978.86,6482
Canada,Meat,08/02/10,709413742,C,North America,Online,13/02/10,1134345.38,1591561.69,2647
Qatar,Baby Food,09/08/17,480106125,L,Middle East and North Africa,Offline,27/09/17,336685.36,1718464.88,6952
Canada,Office Supplies,19/10/14,428201538,L,North America,Online,04/12/14,1980681.04,2595552.96,3848
The Gambia,Beverages,10/09/12,406930025,H,Sub-Saharan Africa,Offline,16/09/12,89844.15,127571.4,2805
Azerbaijan,Baby Food,19/05/15,671670179,M,Asia,Offline,18/06/15,412593.21,2217827.23,8537
Libya,Household,30/01/10,893477119,H,Middle East and North Africa,Offline,10/02/10,2272821.8,5765547.72,8854
Algeria,Snacks,22/11/11,494117936,H,Middle East and North Africa,Online,07/12/11,1377386.98,1789023.86,8677
United States,Office Supplies,28/09/14,462880277,L,North America,Offline,12/11/14,3203842.26,4302839.8,6311
Egypt,Office Supplies,10/05/13,777720556,H,Middle East and North Africa,Online,22/05/13,2516402.49,3037689.2,4909
Kazakhstan,Clothes,12/03/15,594301215,L,Asia,Offline,09/05/15,277390.75,841324.12,8099
Germany,Fruits,03/12/13,628330503,H,Europe,Offline,10/12/13,45605.34,59915.52,6687
Grenada,Office Supplies,23/05/11,342767911,C,Central America and the Caribbean,Online,27/05/11,107965.44,140880.33,213
Nigeria,Fruits,21/10/14,570913175,L,Sub-Saharan Africa,Online,18/12/14,21433.8,28095.24,3084
Morocco,Cereal,13/11/14,218826331,C,Middle East and North Africa,Online,14/11/14,727776,1256850,5985
Panama,Baby Food,21/09/14,614639071,C,Central America and the Caribbean,Online,24/09/14,28283.28,152769.2,617
Qatar,Beverages,03/03/16,529363615,M,Middle East and North Africa,Online,02/04/16,68300.01,106506.9,2187
Uzbekistan,Cereal,28/03/10,834909347,H,Asia,Offline,04/04/10,305261.44,518213.6,2648
Costa Rica,Snacks,11/09/16,621762558,L,Central America and the Caribbean,Online,03/11/16,35014.98,48191.22,231
Nauru,Household,26/09/15,382963966,C,Australia and Oceania,Offline,28/09/15,1025689.39,2690314.98,4187
Egypt,Snacks,26/04/15,734792087,M,Middle East and North Africa,Offline,14/05/15,1285152.4,1719978.4,8330
Syria,Clothes,02/07/14,557739343,H,Middle East and North Africa,Offline,07/07/14,172433.6,522666.42,4586
Papua New Guinea,Clothes,07/04/14,348493551,H,Australia and Oceania,Offline,18/04/14,305840.15,963548.74,8701
Cuba,Household,20/09/15,401244644,M,Central America and the Caribbean,Offline,18/10/15,232290.3,617596.1,946
Andorra,Household,14/07/10,445357898,C,Europe,Online,16/07/10,182975.86,522143.31,769
Panama,Meat,31/10/14,426800512,L,Central America and the Caribbean,Offline,05/12/14,1865906.4,2603464.32,4233
East Timor,Snacks,18/09/13,749306508,H,Australia and Oceania,Offline,28/09/13,940865.8,1294300,6020
Slovenia,Snacks,21/07/16,897347186,L,Europe,Offline,01/09/16,242331.21,313811.96,1529
Myanmar,Baby Food,26/11/17,468183891,C,Asia,Offline,30/11/17,77957.88,440102.52,1716
Hungary,Clothes,08/06/11,915351389,C,Europe,Offline,10/06/11,250375.02,740837.58,6951
Canada,Fruits,22/11/14,641025679,M,North America,Offline,09/12/14,54948.6,77937.3,8010
United States,Cereal,01/04/13,304215938,L,North America,Offline,02/05/13,1049830.72,2019777.92,9376
Jordan,Meat,29/11/14,751995775,H,Middle East and North Africa,Offline,12/12/14,2714020.29,3942627.03,6393
San Marino,Cereal,31/05/16,948950616,H,Europe,Offline,08/06/16,1170337.41,2092513.5,9801
Armenia,Office Supplies,21/06/12,148976013,L,Asia,Online,30/07/12,2374122.3,2833425.21,4499
Vietnam,Cosmetics,11/02/13,367370380,H,Asia,Offline,18/02/13,1237414.8,1891682.7,4530
United States,Office Supplies,10/04/17,689779617,H,North America,Offline,20/04/17,3170315.25,4181681.16,6147
Monaco,Household,23/08/10,400314642,L,Europe,Online,12/10/10,69811.2,175367.7,270
El Salvador,Baby Food,02/05/17,448174776,H,Central America and the Caribbean,Online,11/05/17,420297.5,2315925,9125
San Marino,Personal Care,02/01/15,200600013,M,Europe,Offline,24/01/15,403199.37,612909.18,7209
Mali,Meat,13/02/12,402842708,C,Sub-Saharan Africa,Offline,18/02/12,3584640.24,4911052.32,8136
Kiribati,Cereal,16/09/17,363339299,C,Australia and Oceania,Online,21/09/17,356046.39,625551.3,3177
Burundi,Household,18/02/10,987514459,H,Sub-Saharan Africa,Offline,04/03/10,428726.87,1102603.92,1733
Nauru,Snacks,14/10/12,114492185,H,Australia and Oceania,Offline,20/10/12,659878.05,967952.7,4485
United States,Beverages,08/04/12,975598792,L,North America,Offline,12/05/12,260014.02,393050.01,7971
Panama,Fruits,25/09/12,232151333,M,Central America and the Caribbean,Offline,11/10/12,63485.25,85097.25,9005
Palau,Baby Food,25/02/11,125770743,H,Australia and Oceania,Online,10/03/11,315858,1835083.2,6904
Trinidad and Tobago,Household,08/05/17,837409683,C,Central America and the Caribbean,Online,11/05/17,991838,2586242,3800
Libya,Meat,08/07/12,227078391,C,Middle East and North Africa,Offline,09/07/12,1961658.79,2975294.92,4717
Lithuania,Baby Food,22/10/14,261297535,C,Europe,Offline,27/10/14,267681.12,1451577.96,5586
Oman,Personal Care,02/03/11,970503340,L,Middle East and North Africa,Online,09/04/11,476787.61,705950.33,8279
Lebanon,Baby Food,04/08/13,613712459,C,Middle East and North Africa,Offline,06/08/13,306752.8,1708327.14,6499
United States,Beverages,16/08/11,513409285,M,North America,Online,02/09/11,179877.12,247708.48,5392
Italy,Meat,11/10/17,961292259,M,Europe,Online,08/11/17,4324460.66,6105946.86,9958
Egypt,Household,16/01/16,189783843,M,Middle East and North Africa,Online,15/02/16,2218000.64,5737629.52,8824
Bhutan,Office Supplies,21/08/12,489122363,C,Asia,Offline,24/08/12,74369.48,98409.84,146
Georgia,Cereal,01/12/13,692169029,H,Asia,Offline,11/12/13,273353.93,472739.54,2383
Republic of the Congo,Clothes,19/07/11,556027541,C,Sub-Saharan Africa,Offline,20/07/11,86517.6,254420.4,2444
France,Vegetables,08/05/15,184818406,H,Europe,Offline,22/05/15,233202.06,408978.18,2691
Grenada,Baby Food,18/01/12,421593943,M,Central America and the Caribbean,Offline,17/02/12,116468.85,623538.25,2395
Ghana,Vegetables,26/03/17,789830038,L,Sub-Saharan Africa,Online,17/05/17,28120.84,47008.16,316
Papua New Guinea,Cereal,12/06/14,714250258,C,Australia and Oceania,Offline,16/06/14,888112.82,1602736.64,7543
Nepal,Vegetables,05/10/11,234360915,C,Asia,Online,08/10/11,146354.78,259240.52,1606
United Arab Emirates,Household,26/05/14,843487393,H,Middle East and North Africa,Offline,02/06/14,2344280.04,5928505.26,9263
Zimbabwe,Fruits,07/11/11,216394564,M,Sub-Saharan Africa,Online,23/11/11,43425.72,55983.3,6186
East Timor,Fruits,08/09/12,741142796,L,Australia and Oceania,Offline,17/10/12,19223.7,24672.72,2766
Nauru,Cosmetics,27/02/17,706445962,C,Australia and Oceania,Offline,28/02/17,1038518.25,1849107.48,4037
Papua New Guinea,Meat,12/07/13,403227026,H,Australia and Oceania,Offline,18/07/13,2068329.4,3168929.16,5156
Namibia,Clothes,28/12/13,640713195,L,Sub-Saharan Africa,Online,31/01/14,59731.8,192568.95,1695
Tuvalu,Cereal,08/05/15,597256523,H,Australia and Oceania,Online,22/05/15,81630.8,141353.36,712
Vanuatu,Beverages,23/08/17,882457827,C,Australia and Oceania,Offline,25/08/17,91339.68,129945.48,2738
Taiwan,Meat,06/04/13,833229811,C,Asia,Online,09/04/13,2881354.32,4558994.38,7159
Republic of the Congo,Clothes,11/05/16,922826944,H,Sub-Saharan Africa,Offline,26/05/16,283834.4,857938.98,8251
Canada,Office Supplies,21/01/11,173188220,H,North America,Online,02/02/11,2659421.18,3341958.1,5239
Estonia,Fruits,19/10/10,374906146,L,Europe,Offline,23/11/10,51624,71202.88,7648
Canada,Snacks,18/05/16,539196085,C,North America,Offline,22/05/16,112574,156002.88,748
United States,Meat,11/03/14,832888487,L,North America,Online,12/04/14,2899679.66,4181572.44,6869
Papua New Guinea,Snacks,06/11/17,503535467,H,Australia and Oceania,Offline,19/11/17,33881.3,47081,230
Saint Vincent and the Grenadines,Household,10/05/14,674576164,H,Central America and the Caribbean,Offline,22/05/14,402318.77,1086506.96,1631
Canada,Beverages,20/03/11,440682024,H,North America,Offline,31/03/11,221852.68,335621.44,7196
Luxembourg,Meat,14/04/11,604623813,C,Europe,Online,17/04/11,3036988.27,4543897.76,7547
Bahamas,Clothes,28/09/16,947782657,L,Central America and the Caribbean,Offline,21/11/16,216929.1,713074.5,6330
Zimbabwe,Clothes,04/04/10,189755462,H,Sub-Saharan Africa,Offline,19/04/10,246155.58,778532.04,7029
Grenada,Cosmetics,06/05/13,378579341,M,Central America and the Caribbean,Offline,04/06/13,1841524.48,3101669.12,6976
Costa Rica,Beverages,01/05/13,610563615,M,Central America and the Caribbean,Online,21/05/13,104982.43,157825.71,3353
Japan,Vegetables,09/10/17,313202153,M,Asia,Online,05/11/17,23967.76,41954.06,262
Tonga,Snacks,13/06/17,258362512,C,Australia and Oceania,Online,16/06/17,48887,70460.36,332
The Gambia,Beverages,03/11/15,781066979,M,Sub-Saharan Africa,Online,18/11/15,248369.2,367691.15,7481
Benin,Personal Care,14/06/12,745258023,H,Sub-Saharan Africa,Offline,22/06/12,403535.52,586446.48,6984
Mozambique,Fruits,15/08/17,424210400,C,Sub-Saharan Africa,Offline,20/08/17,2288.05,3082,335
Croatia,Beverages,23/08/14,661749319,M,Europe,Online,20/09/14,183597.84,279324.3,5862
Canada,Beverages,21/10/14,568018466,C,North America,Online,24/10/14,95816.08,137458.3,2998
Sierra Leone,Snacks,15/11/17,797529095,M,Sub-Saharan Africa,Online,03/12/17,241378.75,314168.45,1535
Papua New Guinea,Household,30/12/16,965297020,H,Australia and Oceania,Online,12/01/17,439818.07,1158493.17,1733
Vanuatu,Cosmetics,01/07/12,604201501,M,Australia and Oceania,Offline,30/07/12,2377447.4,3873082.93,9137
New Zealand,Meat,01/02/10,807254247,M,Australia and Oceania,Online,27/02/10,1590887.28,2294938.08,3768
Germany,Household,26/08/14,976932479,C,Europe,Offline,27/08/14,84457.32,243438.72,354
Cambodia,Fruits,17/09/12,989648687,C,Asia,Online,22/09/12,43695.52,61603.52,6512
Nauru,Personal Care,19/02/17,270127578,M,Australia and Oceania,Offline,18/03/17,165329.52,236387.04,2946
Niger,Beverages,30/01/17,379419960,C,Sub-Saharan Africa,Offline,04/02/17,214443.36,313382.1,6522
United States,Fruits,18/01/11,264334700,C,North America,Offline,19/01/11,47810.28,69608.28,7266
Papua New Guinea,Vegetables,14/04/10,300312095,H,Australia and Oceania,Online,21/04/10,694165.95,1192775.22,7533
